atlas_coord,fiber,dex1,dex2,grammar_status,leg,direction,receiver,carriage,repeat,primary_family,assigned_family,boundary_reason
toe:heel/O.OUT.O|O.OUT.S,toe:heel,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:heel/O.OUT.O|O.OUT.O,toe:heel,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:sole/S.IN.S|S.IN.S,toe:sole,S.IN.S,S.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:sole/S.IN.S|S.IN.O,toe:sole,S.IN.S,S.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:sole/S.IN.S|S.OUT.S,toe:sole,S.IN.S,S.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:sole/S.IN.S|S.OUT.O,toe:sole,S.IN.S,S.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:sole/S.IN.S|O.IN.S,toe:sole,S.IN.S,O.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:sole/S.IN.S|O.IN.O,toe:sole,S.IN.S,O.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:sole/S.IN.S|O.OUT.S,toe:sole,S.IN.S,O.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:sole/S.IN.S|O.OUT.O,toe:sole,S.IN.S,O.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:sole/S.IN.O|S.IN.S,toe:sole,S.IN.O,S.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:sole/S.IN.O|S.IN.O,toe:sole,S.IN.O,S.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:sole/S.IN.O|S.OUT.S,toe:sole,S.IN.O,S.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:sole/S.IN.O|S.OUT.O,toe:sole,S.IN.O,S.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:sole/S.IN.O|O.IN.S,toe:sole,S.IN.O,O.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:sole/S.IN.O|O.IN.O,toe:sole,S.IN.O,O.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:sole/S.IN.O|O.OUT.S,toe:sole,S.IN.O,O.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:sole/S.IN.O|O.OUT.O,toe:sole,S.IN.O,O.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:sole/S.OUT.S|S.IN.S,toe:sole,S.OUT.S,S.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:sole/S.OUT.S|S.IN.O,toe:sole,S.OUT.S,S.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:sole/S.OUT.S|S.OUT.S,toe:sole,S.OUT.S,S.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:sole/S.OUT.S|S.OUT.O,toe:sole,S.OUT.S,S.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:sole/S.OUT.S|O.IN.S,toe:sole,S.OUT.S,O.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:sole/S.OUT.S|O.IN.O,toe:sole,S.OUT.S,O.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:sole/S.OUT.S|O.OUT.S,toe:sole,S.OUT.S,O.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:sole/S.OUT.S|O.OUT.O,toe:sole,S.OUT.S,O.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:sole/S.OUT.O|S.IN.S,toe:sole,S.OUT.O,S.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:sole/S.OUT.O|S.IN.O,toe:sole,S.OUT.O,S.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:sole/S.OUT.O|S.OUT.S,toe:sole,S.OUT.O,S.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:sole/S.OUT.O|S.OUT.O,toe:sole,S.OUT.O,S.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:sole/S.OUT.O|O.IN.S,toe:sole,S.OUT.O,O.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:sole/S.OUT.O|O.IN.O,toe:sole,S.OUT.O,O.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:sole/S.OUT.O|O.OUT.S,toe:sole,S.OUT.O,O.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:sole/S.OUT.O|O.OUT.O,toe:sole,S.OUT.O,O.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:sole/O.IN.S|S.IN.S,toe:sole,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:sole/O.IN.S|S.IN.O,toe:sole,O.IN.S,S.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:sole/O.IN.S|S.OUT.S,toe:sole,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:sole/O.IN.S|S.OUT.O,toe:sole,O.IN.S,S.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:sole/O.IN.S|O.IN.S,toe:sole,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:sole/O.IN.S|O.IN.O,toe:sole,O.IN.S,O.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:sole/O.IN.S|O.OUT.S,toe:sole,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:sole/O.IN.S|O.OUT.O,toe:sole,O.IN.S,O.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:sole/O.IN.O|S.IN.S,toe:sole,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:sole/O.IN.O|S.IN.O,toe:sole,O.IN.O,S.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:sole/O.IN.O|S.OUT.S,toe:sole,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:sole/O.IN.O|S.OUT.O,toe:sole,O.IN.O,S.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:sole/O.IN.O|O.IN.S,toe:sole,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:sole/O.IN.O|O.IN.O,toe:sole,O.IN.O,O.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:sole/O.IN.O|O.OUT.S,toe:sole,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:sole/O.IN.O|O.OUT.O,toe:sole,O.IN.O,O.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:sole/O.OUT.S|S.IN.S,toe:sole,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:sole/O.OUT.S|S.IN.O,toe:sole,O.OUT.S,S.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:sole/O.OUT.S|S.OUT.S,toe:sole,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:sole/O.OUT.S|S.OUT.O,toe:sole,O.OUT.S,S.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:sole/O.OUT.S|O.IN.S,toe:sole,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:sole/O.OUT.S|O.IN.O,toe:sole,O.OUT.S,O.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:sole/O.OUT.S|O.OUT.S,toe:sole,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:sole/O.OUT.S|O.OUT.O,toe:sole,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:sole/O.OUT.O|S.IN.S,toe:sole,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:sole/O.OUT.O|S.IN.O,toe:sole,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:sole/O.OUT.O|S.OUT.S,toe:sole,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:sole/O.OUT.O|S.OUT.O,toe:sole,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:sole/O.OUT.O|O.IN.S,toe:sole,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:sole/O.OUT.O|O.IN.O,toe:sole,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:sole/O.OUT.O|O.OUT.S,toe:sole,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:sole/O.OUT.O|O.OUT.O,toe:sole,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:cloud/S.IN.S|S.IN.S,toe:cloud,S.IN.S,S.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:cloud/S.IN.S|S.IN.O,toe:cloud,S.IN.S,S.IN.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.IN.S|S.OUT.S,toe:cloud,S.IN.S,S.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:cloud/S.IN.S|S.OUT.O,toe:cloud,S.IN.S,S.OUT.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.IN.S|O.IN.S,toe:cloud,S.IN.S,O.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:cloud/S.IN.S|O.IN.O,toe:cloud,S.IN.S,O.IN.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.IN.S|O.OUT.S,toe:cloud,S.IN.S,O.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:cloud/S.IN.S|O.OUT.O,toe:cloud,S.IN.S,O.OUT.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.IN.O|S.IN.S,toe:cloud,S.IN.O,S.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:cloud/S.IN.O|S.IN.O,toe:cloud,S.IN.O,S.IN.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.IN.O|S.OUT.S,toe:cloud,S.IN.O,S.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:cloud/S.IN.O|S.OUT.O,toe:cloud,S.IN.O,S.OUT.O,artifact,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.IN.O|O.IN.S,toe:cloud,S.IN.O,O.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:cloud/S.IN.O|O.IN.O,toe:cloud,S.IN.O,O.IN.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.IN.O|O.OUT.S,toe:cloud,S.IN.O,O.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:cloud/S.IN.O|O.OUT.O,toe:cloud,S.IN.O,O.OUT.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.OUT.S|S.IN.S,toe:cloud,S.OUT.S,S.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:cloud/S.OUT.S|S.IN.O,toe:cloud,S.OUT.S,S.IN.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.OUT.S|S.OUT.S,toe:cloud,S.OUT.S,S.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:cloud/S.OUT.S|S.OUT.O,toe:cloud,S.OUT.S,S.OUT.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.OUT.S|O.IN.S,toe:cloud,S.OUT.S,O.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:cloud/S.OUT.S|O.IN.O,toe:cloud,S.OUT.S,O.IN.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.OUT.S|O.OUT.S,toe:cloud,S.OUT.S,O.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:cloud/S.OUT.S|O.OUT.O,toe:cloud,S.OUT.S,O.OUT.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.OUT.O|S.IN.S,toe:cloud,S.OUT.O,S.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:cloud/S.OUT.O|S.IN.O,toe:cloud,S.OUT.O,S.IN.O,artifact,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.OUT.O|S.OUT.S,toe:cloud,S.OUT.O,S.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:cloud/S.OUT.O|S.OUT.O,toe:cloud,S.OUT.O,S.OUT.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.OUT.O|O.IN.S,toe:cloud,S.OUT.O,O.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:cloud/S.OUT.O|O.IN.O,toe:cloud,S.OUT.O,O.IN.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/S.OUT.O|O.OUT.S,toe:cloud,S.OUT.O,O.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:cloud/S.OUT.O|O.OUT.O,toe:cloud,S.OUT.O,O.OUT.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/O.IN.S|S.IN.S,toe:cloud,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:cloud/O.IN.S|S.IN.O,toe:cloud,O.IN.S,S.IN.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/O.IN.S|S.OUT.S,toe:cloud,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:cloud/O.IN.S|S.OUT.O,toe:cloud,O.IN.S,S.OUT.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/O.IN.S|O.IN.S,toe:cloud,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:cloud/O.IN.S|O.IN.O,toe:cloud,O.IN.S,O.IN.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/O.IN.S|O.OUT.S,toe:cloud,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:cloud/O.IN.S|O.OUT.O,toe:cloud,O.IN.S,O.OUT.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/O.IN.O|S.IN.S,toe:cloud,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:cloud/O.IN.O|S.IN.O,toe:cloud,O.IN.O,S.IN.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/O.IN.O|S.OUT.S,toe:cloud,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:cloud/O.IN.O|S.OUT.O,toe:cloud,O.IN.O,S.OUT.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/O.IN.O|O.IN.S,toe:cloud,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:cloud/O.IN.O|O.IN.O,toe:cloud,O.IN.O,O.IN.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
toe:cloud/O.IN.O|O.OUT.S,toe:cloud,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
