slug,canonical_name,current_add,operational_notation,entry_surface,entry_specificity,terminal_surface,terminal_kind,terminal_relation,variable_at,dex_count,family,base_trick,category,modifier_links,operator_classes,foot_tracking_straightforward,ambiguity_note
quagmire,quagmire,4,TOE > OP IN [DEX] >> (back) SPIN [BOD] >> OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,mirage,mirage,compound,,,yes,
quantanamera,quantanamera,5,TOE > OP IN [DEX] >> DUCK [BOD] >> SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,butterfly,butterfly,compound,,,yes,
quantum_blender,quantum blender,5,TOE > OP IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,blender,blender,compound,quantum,set,yes,
quantum_butterfly,quantum butterfly,4,TOE > OP IN [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,butterfly,butterfly,compound,quantum,set,yes,
quantum_butterfly_swirl,quantum butterfly swirl,5,TOE > OP IN [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,3,butterfly_swirl,butterfly_swirl,compound,quantum,set,yes,
quantum_double_leg_over,quantum double leg over,4,TOE > OP IN [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,double_leg_over,double_leg_over,compound,quantum,set,yes,
quantum_drifter,quantum drifter,4,TOE > OP IN [DEX] > OP IN [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,clipper_stall,drifter,compound,quantum,set,yes,
quantum_ducking_whirl,quantum ducking whirl,5,TOE > OP IN [DEX] > DUCK [BOD] > OP IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,whirl,ducking_whirl,compound,quantum|ducking,body|set,yes,
quantum_eclipse,quantum eclipse,4,TOE > OP IN [DEX] JUMP [BOD] > OP INSIDE [DEL] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,1,eclipse,eclipse,compound,quantum,set,yes,
quantum_eggbeater,quantum eggbeater,4,TOE > OP IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,eggbeater,eggbeater,compound,quantum,set,yes,
quantum_flail,quantum flail,4,TOE > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,flail,flail,compound,quantum,set,yes,
quantum_guay,quantum guay,3,TOE > OP IN [DEX] > OP IN [DEX] > SAME INSIDE [DEL],TOE,TOE,INSIDE,DELAY,PRESERVE,,2,inside_stall,guay,compound,quantum,set,yes,
quantum_gyro_mirage,quantum gyro mirage,4,TOE > OP IN [DEX] > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,mirage,gyro_mirage,compound,quantum|gyro,body|set,yes,
quantum_illusion,quantum illusion,3,TOE > OP IN [DEX] > OP OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,illusion,illusion,compound,quantum,set,yes,
quantum_legover,quantum legover,3,TOE > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,legover,legover,compound,quantum,set,yes,
quantum_mirage,quantum mirage,3,TOE > OP IN [DEX] > OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,mirage,mirage,compound,quantum,set,yes,
quantum_osis,quantum osis,4,TOE > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,1,osis,osis,compound,quantum,set,yes,
quantum_pickup,quantum pickup,3,TOE > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,pickup,pickup,compound,quantum,set,yes,
quantum_reverse_guay,quantum reverse guay,3,TOE > OP IN [DEX] > SAME IN [DEX] > OP INSIDE [DEL],TOE,TOE,INSIDE,DELAY,PRESERVE,,2,inside_stall,reverse_guay,compound,quantum,set,yes,
quantum_symposium_mirage,quantum symposium mirage,4,TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,mirage,symposium_mirage,compound,quantum|symposium,body|set,yes,
quantum_symposium_whirl,quantum symposium whirl,5,TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,whirl,symposium_whirl,compound,quantum|symposium,body|set,yes,
quantum_torque,quantum torque,5,TOE > OP IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,torque,torque,compound,quantum,set,yes,
quantum_whirl,quantum whirl,4,TOE > OP IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,whirl,whirl,compound,quantum,set,yes,
rage,rage,5,SET > (no plant while) OP IN [BOD] [DEX] > SAME IN [DEX] > OP IN [DEX] > OP TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,3,mirage,mirage,compound,symposium,body,yes,
rail_warrior,rail warrior,6,TOE > SAME IN [DEX] > OP OUT [DEX] >> DUCK [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,butterfly,butterfly,compound,railing|ducking,body|set,yes,
railing_butterfly,railing butterfly,5,TOE > SAME IN [DEX] > OP OUT [DEX] >> SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,VARIABLE,mid-chain,3,butterfly,butterfly,compound,railing,set,no,
railing_butterfly_same_side,railing butterfly same side,5,TOE > SAME IN [DEX] > SAME OUT [DEX] >> SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,butterfly,railing_butterfly,compound,,,yes,
railing_double_leg_over_same_side,railing double leg over same side,5,TOE > SAME IN [DEX] > SAME OUT [DEX] >> SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,4,double_leg_over,double_leg_over,compound,railing,set,yes,
railing_ducking_legover,railing ducking legover,5,TOE > SAME IN [DEX] > OP OUT [DEX] >> DUCK [BOD] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,legover,compound,railing|ducking,body|set,yes,
railing_illusion,railing illusion,4,TOE > SAME IN [DEX] > OP OUT [DEX] >> OP OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,illusion,illusion,compound,railing,set,yes,
railing_legover,railing legover,4,TOE > SAME IN [DEX] > OP OUT [DEX] >> OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,legover,compound,railing,set,yes,
railing_mirage,railing mirage,4,TOE > SAME IN [DEX] > OP OUT [DEX] >> OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,mirage,mirage,compound,railing,set,yes,
rake,rake,2,SET > SWING [DEX] > SAME TOE [DEL],SET,SET,TOE,DELAY,PRESERVE,,1,rake,rake,,,,yes,
reactor,reactor,5,TOE > OP OUT [DEX] >> OP FRONT WHIRL [DEX] [XDEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,whirl,whirl,compound,,,yes,
reaper,reaper,3,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,clipper_stall,clipper_stall,compound,,,yes,
redwetter,redwetter,6,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] >> OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,4,eggbeater,eggbeater,compound,shooting,set,yes,
refraction,refraction,3,SET > OP INSIDE [DEL] > OP OUT [DEX] > OP CLIP [XBD],SET,SET,INSIDE,DELAY,SWITCH,,1,refraction,refraction,dex,,,yes,
rev_swirl,rev swirl,3,SET > SAME IN [DEX] > SAME CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,1,swirl,swirl,compound,,,yes,
rev_whirl,rev whirl,3,SET > OP OUT [DEX] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,1,rev_whirl,whirl,dex,,,yes,
reverse_blender,reverse blender,4,SET > SAME IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,SWITCH,,1,osis,blender,compound,,,yes,
reverse_drifter,reverse drifter,3,CLIP > OP OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,reverse_drifter,reverse_drifter,dex,,,yes,
reverse_guay,reverse guay,2,SET > SAME IN [DEX] > OP INSIDE [DEL],SET,SET,INSIDE,DELAY,SWITCH,,1,inside_stall,guay,compound,,,yes,
reverse_magellan,reverse magellan,3,TOE > OP IN [DEX] >> OP OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,legover,magellan,compound,,,yes,
reverse_swirl_dragon,reverse swirl dragon,3,SET > SAME IN [DEX] > DRAGON [UNS] [DEL],SET,SET,DRAGON,DELAY,SIDE_NOT_APPLICABLE,,1,swirl,swirl,compound,,,no,dragon delay is a midline surface
reverse_swirling_blender,reverse swirling blender,5,SET > SAME IN [DEX] > SAME IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,SWITCH,,2,osis,blender,compound,swirling,body,yes,
reverse_swirling_osis,reverse swirling osis,4,SET > OP IN [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,1,osis,osis,compound,swirling,body,yes,
reverse_swirling_paradox_symposium_whirl,Reverse Swirling Paradox Symposium Whirl,6,SET > SAME IN [DEX] > SAME SYMP [DEX] > SAME IN [DEX] [PDX] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,SWITCH,,3,whirl,swirling_paradox_symposium_whirl,compound,swirling|paradox|symposium,body,yes,
reverse_swirling_paradox_torque,reverse swirling paradox torque,6,SET > SAME IN [DEX] > SAME IN [DEX] [PDX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,2,osis,torque,compound,swirling|paradox,body,yes,
reverse_swirling_pickup,reverse swirling pickup,3,SET > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,2,pickup,pickup,compound,swirling,body,yes,
reverse_swirling_symposium_mirage,reverse swirling symposium mirage,4,SET > SAME IN [DEX] > SAME SYMP [DEX] > SAME IN [DEX] > SAME TOE [DEL],SET,SET,TOE,DELAY,PRESERVE,,3,mirage,mirage,compound,swirling|symposium,body,yes,
reverse_torque,reverse torque,4,SET > SAME IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,1,osis,torque,compound,,,yes,
reverse_whirling_rake,reverse whirling rake,3,SET > OP BACK WHIRL [DEX] > SWING [DEX] > SAME TOE [DEL],SET,SET,TOE,DELAY,SWITCH,,2,rake,whirling_rake,compound,whirling,body,yes,
reverse_whirling_twirl,reverse whirling twirl,5,CLIP >> OP FRONT SWIRL [DEX] > OP BACK WHIRL [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,osis,twirl,compound,whirling,body,yes,
ricochet,ricochet,5,TOE > OP OUT [DEX] > SAME OUT [DEX] > OP SOLE [XBD] [UNS] [DEL],TOE,TOE,SOLE,DELAY,PRESERVE,,2,cross_body_sole_stall,cross_body_sole_stall,compound,,,yes,
ripped_warrior,ripped warrior,5,CLIP > OP IN [DEX] >> DUCK [BOD] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,butterfly,butterfly,compound,,,yes,
ripstein,ripstein,4,CLIP >> SAME OUT [DEX] >> SAME OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,ripstein,,compound,,,yes,
ripwalk,ripwalk,4,CLIP > OP IN [DEX] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,butterfly,butterfly,compound,stepping,set,yes,
royale,royale,4,CLIP >> SAME OUT [DEX] [PDX] >> SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,reverse_drifter,reverse_drifter,compound,paradox,body,yes,
sailing_butterfly,Sailing Butterfly,5,TOE > SAME IN [DEX] > OP OUT [DEX] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,VARIABLE,mid-chain,3,butterfly,butterfly,compound,sailing,set,no,
sailing_butterfly_same_side,sailing butterfly same side,5,TOE > SAME IN [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,butterfly,sailing_butterfly,compound,,,yes,
sailing_clipper,sailing clipper,4,TOE > SAME IN [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,clipper,clipper,compound,sailing,set,yes,
sailing_double_leg_over,Sailing Double Leg Over,5,TOE > SAME IN [DEX] > OP OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,4,double_leg_over,double_leg_over,compound,sailing,set,yes,
sailing_double_leg_over_same_side,sailing double leg over same side,5,TOE > SAME IN [DEX] > SAME OUT [DEX] > SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,4,double_leg_over,sailing_double_leg_over,compound,,,yes,
sailing_double_over_down,sailing double over down,6,TOE > SAME IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,4,double_over_down,double_over_down,compound,sailing,set,yes,
sailing_eggbeater,Sailing Eggbeater,5,TOE > SAME IN [DEX] > OP OUT [DEX] >> OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,4,eggbeater,eggbeater,compound,sailing,set,yes,
sailing_illusion_same_side,sailing illusion same side,4,TOE > SAME IN [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,illusion,illusion,compound,sailing,set,yes,
sailing_legover,Sailing Legover,4,TOE > SAME IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,legover,compound,sailing,set,yes,
sailing_legover_same_side,sailing legover same side,4,TOE > SAME IN [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,sailing_legover,compound,,,yes,
sailing_mirage,Sailing Mirage,4,TOE > SAME IN [DEX] > OP OUT [DEX] > OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,mirage,mirage,compound,sailing,set,yes,
sailing_mirage_same_side,sailing mirage same side,4,TOE > SAME IN [DEX] > SAME OUT [DEX] > SAME IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,mirage,sailing_mirage,compound,,,yes,
sailing_pickup,sailing pickup,4,TOE > SAME IN [DEX] > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,pickup,pickup,compound,sailing,set,yes,
sailing_pickup_same_side,sailing pickup same side,4,TOE > SAME IN [DEX] > SAME OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,pickup,sailing_pickup,compound,,,yes,
sailing_whirl,Sailing Whirl,5,TOE > SAME IN [DEX] > OP OUT [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,whirl,whirl,compound,sailing,set,yes,
schmoe,schmoe,3,CLIP > OP IN [DEX] >> OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,legover,legover,compound,,,yes,
scorpions_tail,scorpions tail,5,CLIP > (back) SPIN [BOD] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,down_double_down,down_double_down,compound,,,yes,
scrambled_eggbeater,scrambled eggbeater,3,TOE >> OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,pickup,pickup,compound,atomic,set,yes,
shaft,shaft,5,CLIP >> (no plant while) OP OUT [DEX] [BOD] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,down_double_down,down_double_down,compound,symposium,body,yes,
shooting_barfly,shooting barfly,7,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],CLIP,CLIP,CLIP,DELAY,SWITCH,,4,barfly,barfly,compound,shooting,set,yes,
shooting_butterfly,shooting butterfly,6,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,3,butterfly,butterfly,compound,shooting,set,yes,
shooting_clipper,shooting clipper,5,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,clipper_stall,clipper_stall,compound,shooting,set,yes,
shooting_clipper_same_side,shooting clipper same side,5,CLIP > SAME IN [DEX] > SAME OUT [PDX] [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,clipper_stall,shooting_clipper,compound,,,yes,
shooting_da_da_curve,shooting da da curve,7,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP IN [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,4,dada_curve,dada_curve,compound,shooting,set,yes,
shooting_double_leg_over,shooting double leg over,6,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,4,double_leg_over,double_leg_over,compound,shooting,set,yes,
shooting_ducking_butterfly,shooting ducking butterfly,7,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > DUCK [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,3,butterfly,ducking_butterfly,compound,shooting|ducking,body|set,yes,
shooting_gyro_mirage,shooting gyro mirage,6,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,mirage,gyro_mirage,compound,shooting|gyro,body|set,yes,
shooting_illusion,shooting illusion,5,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,illusion,illusion,compound,shooting,set,yes,
shooting_illusion_same_side,shooting illusion same side,5,CLIP > SAME IN [DEX] > SAME OUT [PDX] [DEX] > SAME OUT [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,illusion,shooting_illusion,compound,,,yes,
shooting_legover,shooting legover,5,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,legover,legover,compound,shooting,set,yes,
shooting_legover_same_side,shooting legover same side,5,CLIP > SAME IN [DEX] > SAME OUT [PDX] [DEX] > SAME OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,legover,shooting_legover,compound,,,yes,
shooting_mirage,shooting mirage,5,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,mirage,mirage,compound,shooting,set,yes,
shooting_mirage_same_side,shooting mirage same side,5,CLIP > SAME IN [DEX] > SAME OUT [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,mirage,shooting_mirage,compound,,,yes,
shooting_pickup,shooting pickup,5,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP IN [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,pickup,pickup,compound,shooting,set,yes,
shooting_pickup_same_side,shooting pickup same side,5,CLIP > SAME IN [DEX] > SAME OUT [PDX] [DEX] > SAME IN [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,pickup,shooting_pickup,compound,,,yes,
shooting_star,shooting star,7,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,4,double_over_down,double_over_down,compound,shooting,set,yes,
shooting_torque,shooting torque,7,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,3,torque,torque,compound,shooting,set,yes,
shoulder_stall,shoulder stall,1,SET > SAME SHOULDER [DEL],SET,SET,SHOULDER,DELAY,PRESERVE,,0,shoulder_stall,shoulder_stall,surface,,,yes,
sidewalk,sidewalk,4,CLIP > OP IN [DEX] >> SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,butterfly,butterfly,compound,stepping,set,yes,
slapstick,slapstick,6,TOE > SAME IN [DEX] >> (back) SPIN [BOD] >> SAME FRONT WHIRL [DEX] [PDX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,whirl,spinning_paradox_whirl,compound,,,yes,
smear,smear,3,TOE > SAME IN [DEX] >> OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,mirage,compound,pixie,set,yes,
smear_same_side,smear same side,3,TOE > SAME IN [DEX] >> SAME IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,mirage,smear,compound,,,yes,
smog,smog,4,TOE > SAME IN [DEX] >> OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,double_leg_over,double_leg_over,compound,pixie,set,yes,
smog_same_side,smog same side,4,TOE > SAME IN [DEX] >> SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,double_leg_over,smog,compound,,,yes,
smoke,smoke,4,TOE > SAME IN [DEX] >> OP IN [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,drifter,drifter,compound,pixie,set,yes,
smudge,smudge,3,TOE > SAME IN [DEX] > OP OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,illusion,illusion,compound,pixie,set,yes,
smudge_same_side,smudge same side,3,TOE > SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,illusion,smudge,compound,,,yes,
sole_kick,sole kick,1,SET > SAME SOLE [UNS] [KICK],SET,SET,SOLE,KICK,PRESERVE,,0,sole_kick,sole_kick,body,,,yes,
sole_stall,sole stall,2,SET > SAME SOLE [UNS] [DEL],SET,SET,SOLE,DELAY,PRESERVE,,0,sole_stall,sole_stall,surface,,,yes,
sole_survivor,sole survivor,5,CLIP > (back) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,whirl,whirl,compound,,,yes,
spanishfly,spanishfly,5,CLIP > DUCK [BOD] >> SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,barfly,barfly,compound,ducking,body,yes,
spender,spender,6,CLIP >> (back) SPIN [BOD] >> OP FRONT WHIRL [DEX] [PDX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,blender,blender,compound,spinning|paradox,body,yes,
spike_hammer,spike hammer,5,CLIP > OP IN [DEX] > DUCK [BOD] > OP IN [PDX] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,paradox_mirage,paradox_mirage,compound,,,yes,
spin,spin,1,SPIN [BOD] > SAME KICK [KICK],SET(implicit),SET,KICK,KICK,PRESERVE,,0,spin,spin,body,,,yes,
spinal_tap,spinal tap,5,TOE > OP OUT [DEX] >> SAME IN [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,torque,torque,compound,tapping,body,yes,
spinning_barfly,spinning barfly,5,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,barfly,barfly,compound,spinning,body,yes,
spinning_blender,spinning blender,5,CLIP > (back) SPIN [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,blender,blender,compound,spinning,body,yes,
spinning_butterfly,spinning butterfly,4,CLIP > (back) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,butterfly,butterfly,compound,spinning,body,yes,
spinning_butterfly_kick,spinning butterfly kick,3,SET > (back) SPIN [BOD] JUMP [BOD] > SAME/OP OUT [DEX] [KICK],SET,SET,OUT,KICK,VARIABLE,terminal,1,butterfly_kick,butterfly_kick,compound,spinning,body,no,
spinning_butterfly_swirl,spinning butterfly swirl,5,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,butterfly_swirl,butterfly_swirl,compound,spinning,body,yes,
spinning_clipper,spinning clipper,3,CLIP > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,0,clipper_stall,clipper_stall,compound,spinning,body,yes,
