"name","slug","source_corpus","provenance","cleaned_for_parse","base_trick","modifier_stack","decomposition","provisional_add","job_status","parser_confidence","doctrine_confidence","structurally_readable","mechanically_derivable","doctrine_stable","observationally_extrapolated","culturally_canonical","unresolved_tokens","missing_modifier_weights","failure_class","source_adds"
"Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves","footbagmoves","spinning paradox symposium whirling swirl","swirl","spinning|whirling|paradox|symposium","spinning(+1) + whirling(+1) + paradox(+1) + symposium(+1) + swirl(3) = 7","7","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Pdx Drifter","spinning-pdx-drifter","footbagmoves","footbagmoves","spinning paradox drifter","spinning-paradox-drifter","","spinning-paradox-drifter(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Symposium Double Over Down","spinning-symposium-double-over-down","footbagmoves","footbagmoves","spinning symposium double over down","","spinning|symposium","","","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","double|over|down","","ambiguous-terminal-mechanic",""
"Splicing ss Blender","splicing-ss-blender","footbagmoves","footbagmoves","splicing blender","blender","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","splicing","","unknown-modifier-token",""
"Spyro Diving Symposium Whirl","spyro-diving-symposium-whirl","footbagmoves","footbagmoves","spyro diving symposium whirl","spyro|whirl","diving|symposium","diving(+1) + symposium(+1) + spyro(1) = 3","3","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Spyro Nova","spyro-nova","footbagmoves","footbagmoves","spyro nova","spyro|nova","","spyro(1) = 1","1","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Spyro Symple Drifter","spyro-symple-drifter","footbagmoves","footbagmoves","spyro symple drifter","spyro|drifter","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","symple","","ambiguous-terminal-mechanic",""
"Spyro Symposium Mirage","spyro-symposium-mirage","footbagmoves","footbagmoves","spyro symposium mirage","spyro|mirage","symposium","symposium(+1) + spyro(1) = 2","2","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Spyro Symposium Torquescrew","spyro-symposium-torquescrew","footbagmoves","footbagmoves","spyro symposium torquescrew","spyro","symposium","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","torquescrew","","unknown-modifier-token",""
"Stepping Butterfly (same side)","stepping-butterfly-same-side","footbagmoves","footbagmoves","stepping butterfly","butterfly","stepping","stepping(+1) + butterfly(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Diving Butterfly","stepping-diving-butterfly","footbagmoves","footbagmoves","stepping diving butterfly","butterfly","stepping|diving","stepping(+1) + diving(+1) + butterfly(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Diving Double Legover","stepping-diving-double-legover","footbagmoves","footbagmoves","stepping diving double legover","legover","stepping|diving","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Stepping Double Legover","stepping-double-legover","footbagmoves","footbagmoves","stepping double legover","legover","stepping","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Stepping Ducking Far Butterfly","stepping-ducking-far-butterfly","footbagmoves","footbagmoves","stepping ducking butterfly","stepping-ducking-butterfly","","stepping-ducking-butterfly(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Ducking Far Butterfly Swirl","stepping-ducking-far-butterfly-swirl","footbagmoves","footbagmoves","stepping ducking butterfly swirl","butterfly|swirl","stepping|ducking","stepping(+1) + ducking(+1) + butterfly(3) = 5","5","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Stepping Ducking Far Double Over Down","stepping-ducking-far-double-over-down","footbagmoves","footbagmoves","stepping ducking double over down","","stepping|ducking","","","deferred:chassis-substitution-required","low","policy-dependent","False","False","False","true","false","double|over|down","","ambiguous-terminal-mechanic",""
"Stepping Ducking Far Motion","stepping-ducking-far-motion","footbagmoves","footbagmoves","stepping ducking motion","","stepping|ducking","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","motion","","ambiguous-terminal-mechanic",""
"Stepping Ducking Pdx Illusion","stepping-ducking-pdx-illusion","footbagmoves","footbagmoves","stepping ducking paradox illusion","illusion","stepping|ducking|paradox","stepping(+1) + ducking(+1) + paradox(+1) + illusion(2) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Far Butterfly","stepping-far-butterfly","multi","footbagmoves|passback","stepping butterfly","butterfly","stepping","stepping(+1) + butterfly(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Far Butterfly Swirl","stepping-far-butterfly-swirl","multi","footbagmoves|passback","stepping butterfly swirl","stepping-butterfly-swirl","","stepping-butterfly-swirl(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Far Dyno","stepping-far-dyno","multi","footbagmoves|passback","stepping dyno","stepping-dyno","","stepping-dyno(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Far Motion","stepping-far-motion","multi","footbagmoves|passback","stepping motion","","stepping","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","motion","","ambiguous-terminal-mechanic",""
"Superduperfly / Poisonous Toe","superduperfly-poisonous-toe","footbagmoves","footbagmoves","superduperfly / poisonous toe","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","superduperfly|poisonous","","folk-name-opacity",""
"Surfing ss Blender","surfing-ss-blender","footbagmoves","footbagmoves","surfing blender","blender","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","surfing","","unknown-modifier-token",""
"Surging Ducking Paradox Symposium Whirling Rake","surging-ducking-paradox-symposium-whirling-rake","footbagmoves","footbagmoves","surging ducking paradox symposium whirling rake","rake","spinning|whirling|stepping|ducking|paradox|symposium","spinning(+1) + whirling(+1) + stepping(+1) + ducking(+1) + paradox(+1) + symposium(+1) + rake(2) = 8","8","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Surging Legover","surging-legover","footbagmoves","footbagmoves","surging legover","legover","spinning|stepping","spinning(+1) + stepping(+1) + legover(2) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Surging Paradox Blender","surging-paradox-blender","footbagmoves","footbagmoves","surging paradox blender","blender","spinning|stepping|paradox","spinning(+1) + stepping(+1) + paradox(+1) + blender(4) = 7","7","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Surging ss Osis","surging-ss-osis","footbagmoves","footbagmoves","surging osis","osis","spinning|stepping","spinning(+1) + stepping(+1) + osis(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Swirl Dragon","swirl-dragon","footbagmoves","footbagmoves","swirl dragon","swirl","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","dragon","","unknown-modifier-token",""
"Swirling Reverse Swirl","swirling-reverse-swirl","footbagmoves","footbagmoves","swirling reverse swirl","swirl","swirling","swirling(+1) + swirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Symp Illusion (same side)","symp-illusion-same-side","footbagmoves","footbagmoves","symposium illusion","symposium-illusion","","symposium-illusion(3) [self-atom] = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Symp Mirage (same side)","symp-mirage-same-side","footbagmoves","footbagmoves","symposium mirage","symposium-mirage","","symposium-mirage(3) [self-atom] = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Symp Whirl (same side)","symp-whirl-same-side","footbagmoves","footbagmoves","symposium whirl","symposium-whirl","","symposium-whirl(4) [self-atom] = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Symple Butterfly (same side)","symple-butterfly-same-side","footbagmoves","footbagmoves","symple butterfly","butterfly","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","symple","","unknown-modifier-token",""
"Symple Reverse Swirl (same side)","symple-reverse-swirl-same-side","footbagmoves","footbagmoves","symple reverse swirl","swirl","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","symple","","unknown-modifier-token",""
"Symple Swirl (same side)","symple-swirl-same-side","footbagmoves","footbagmoves","symple swirl","swirl","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","symple","","unknown-modifier-token",""
"Symposium Double Legover","symposium-double-legover","footbagmoves","footbagmoves","symposium double legover","legover","symposium","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token",""
"Symposium Reverse Whirling Swirl","symposium-reverse-whirling-swirl","footbagmoves","footbagmoves","symposium reverse whirling swirl","swirl","whirling|symposium","whirling(+1) + symposium(+1) + swirl(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
