canonical_slug,source_slug,source_name,source_system,source_subsystem,source_record_id,publication_status,official_add,fm_formula_raw,fm_job_raw,fm_add_claim,fm_technical_name,fm_aliases_raw,fm_source_file,fborg_formula_raw,fborg_job_raw,fborg_add_claim,fborg_description_raw,fborg_source_file,passback_reading_raw,passback_add_claim,passback_uptime,passback_downtime,passback_dex_count,passback_alternate_names,stanford_symbolic,stanford_components,notation_primary,notation_primary_system,operational_notation,operational_notation_convention,add_formula_primary,add_formula_convention,source_add_claim,source_add_system,add_gap,parser_status,promotion_readiness,blocker_notes,curator_notes
84,84,84,fm_inventory,footbagmoves_inventory,fm__84__add5,fm_corpus_entry,,Toe > Same In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),Toe > Same In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Wiggle Butterfly,Wiggle Walk,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
aeon-flux,aeon-flux,Aeon Flux,fm_inventory,footbagmoves_inventory,fm__aeon-flux__add5,fm_corpus_entry,,Clip > Same Out (DEX)(PDX) >> (front) Spin (BOD) > Op Clip (XBD)(DEL),Clip > Same Out (DEX)(PDX) >> (front) Spin (BOD) > Op Clip (XBD)(DEL),5,Nuclear Osis,Nucleosis,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Same Out (DEX)(PDX) >> (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Same Out (DEX)(PDX) >> (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
amadeus,amadeus,Amadeus,fm_inventory,footbagmoves_inventory,fm__amadeus__add5,fm_corpus_entry,,Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Out (DEX) > Op Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Out (DEX) > Op Clip (XBD)(DEL),5,Gyro Dada Curve,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
arachnophobia,arachnophobia,Arachnophobia,fm_inventory,footbagmoves_inventory,fm__arachnophobia__add5,fm_corpus_entry,,Clip > Op In (DEX) >> Dive (BOD) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL),Clip > Op In (DEX) >> Dive (BOD) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL),5,Stepping Diving Double Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Dive (BOD) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Clip > Op In (DEX) >> Dive (BOD) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
atomic-dlo,atomic-dlo,Atomic DLO,fm_inventory,footbagmoves_inventory,fm__atomic-dlo__add5,fm_corpus_entry,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,,,,,
atomic-drifter,atomic-drifter,Atomic Drifter,fm_inventory,footbagmoves_inventory,fm__atomic-drifter__add5,fm_corpus_entry,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,,,,,
avalanche,avalanche,Avalanche,fm_inventory,footbagmoves_inventory,fm__avalanche__add5,fm_corpus_entry,,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Toe (DEL),Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Toe (DEL),5,Stepping Ducking Pdx Illusion,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Toe (DEL),fm_set_arc,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
barroque,barroque,Barroque,fm_inventory,footbagmoves_inventory,fm__barroque__add5,fm_corpus_entry,,Clip > Op In (DEX) > Same In (DEX) >> (back) Spin (BOD) > Op Clip (XBD)(DEL),Clip > Op In (DEX) > Same In (DEX) >> (back) Spin (BOD) > Op Clip (XBD)(DEL),5,Barraging Osis,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) > Same In (DEX) >> (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) > Same In (DEX) >> (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
bedwetter,bedwetter,Bedwetter,fm_inventory,footbagmoves_inventory,fm__bedwetter__add5,fm_corpus_entry,4,Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),5,Blurry Eggbeater,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Clip > Op In (DEX) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,1,,,,
bigwalk,bigwalk,Bigwalk,fm_inventory,footbagmoves_inventory,fm__bigwalk__add5,fm_corpus_entry,5,,,5,Surging Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,0,,,,
blacula,blacula,Blacula,fm_inventory,footbagmoves_inventory,fm__blacula__add5,fm_corpus_entry,,Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Symposium Double Over Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
bladerunner,bladerunner,Bladerunner,fm_inventory,footbagmoves_inventory,fm__bladerunner__add5,fm_corpus_entry,,Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),5,Atomic Eggbeater,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
blurrier,blurrier,Blurrier,fm_inventory,footbagmoves_inventory,fm__blurrier__add5,fm_corpus_entry,,Clip > Op In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip > Op In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Stepping Double Over Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
blurriest,blurriest,Blurriest,fm_inventory,footbagmoves_inventory,fm__blurriest__add5,fm_corpus_entry,5,Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Stepping Barfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,0,,,,
blurry-drifter,blurry-drifter,Blurry Drifter,fm_inventory,footbagmoves_inventory,fm__blurry-drifter__add5,fm_corpus_entry,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,,,,,
blurry-whirl,blurry-whirl,Blurry Whirl,fm_inventory,footbagmoves_inventory,fm__blurry-whirl__add5,fm_corpus_entry,5,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,0,,,,
boulderbeater,boulderbeater,Boulderbeater,fm_inventory,footbagmoves_inventory,fm__boulderbeater__add5,fm_corpus_entry,,Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),5,Quantum Eggbeater,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
bullwhip,bullwhip,Bullwhip,fm_inventory,footbagmoves_inventory,fm__bullwhip__add5,fm_corpus_entry,5,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Gyro Double Over Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,0,,,,
cataclysm,cataclysm,Cataclysm,fm_inventory,footbagmoves_inventory,fm__cataclysm__add5,fm_corpus_entry,,Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),5,Neutron Double Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
conniption-city,conniption-city,Conniption City,fm_inventory,footbagmoves_inventory,fm__conniption-city__add5,fm_corpus_entry,,Toe > Op In (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),Toe > Op In (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),5,Quantum Symposium Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op In (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),fm_set_arc,Toe > Op In (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
croxton,croxton,Croxton,fm_inventory,footbagmoves_inventory,fm__croxton__add5,fm_corpus_entry,,Clip > (no plant while) Op Front Whirl (DEX)(BOD) > Op Back Swirl (DEX) >> Op In (DEX) > Op Toe (DEL),Clip > (no plant while) Op Front Whirl (DEX)(BOD) > Op Back Swirl (DEX) >> Op In (DEX) > Op Toe (DEL),5,Jolimont ss Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > (no plant while) Op Front Whirl (DEX)(BOD) > Op Back Swirl (DEX) >> Op In (DEX) > Op Toe (DEL),fm_set_arc,Clip > (no plant while) Op Front Whirl (DEX)(BOD) > Op Back Swirl (DEX) >> Op In (DEX) > Op Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
cyclone,cyclone,Cyclone,fm_inventory,footbagmoves_inventory,fm__cyclone__add5,fm_corpus_entry,,Clip > Op In (DEX) > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),Clip > Op In (DEX) > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),5,Shooting Gyro Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),fm_set_arc,Clip > Op In (DEX) > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
dark-avenue,dark-avenue,Dark Avenue,fm_inventory,footbagmoves_inventory,fm__dark-avenue__add5,fm_corpus_entry,,Toe > Same Out (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),Toe > Same Out (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),5,Fairy Diving Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same Out (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same Out (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
darkwalk,darkwalk,Darkwalk,fm_inventory,footbagmoves_inventory,fm__darkwalk__add5,fm_corpus_entry,,Toe > Same In (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),Toe > Same In (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),5,Pixie Diving Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) >> Dive (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
desien,desien,Desien,fm_inventory,footbagmoves_inventory,fm__desien__add5,fm_corpus_entry,,Toe > Same In (DEX) > Op Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),Toe > Same In (DEX) > Op Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Sailing Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) > Op Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) > Op Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
dolomite,dolomite,Dolomite,fm_inventory,footbagmoves_inventory,fm__dolomite__add5,fm_corpus_entry,,Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Symposium Paradon,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
dominatrix,dominatrix,Dominatrix,fm_inventory,footbagmoves_inventory,fm__dominatrix__add5,fm_corpus_entry,,Toe > Same In (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),Toe > Same In (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),5,Sailing Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_set_arc,Toe > Same In (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
double-helix,double-helix,Double Helix,fm_inventory,footbagmoves_inventory,fm__double-helix__add5,fm_corpus_entry,,Clip >> (no plant while) Op Back Whirl (DEX)(BOD) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),Clip >> (no plant while) Op Back Whirl (DEX)(BOD) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),5,Symposium Reverse Whirling Swirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (no plant while) Op Back Whirl (DEX)(BOD) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_set_arc,Clip >> (no plant while) Op Back Whirl (DEX)(BOD) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
double-spinning-rake,double-spinning-rake,Double Spinning Rake,fm_inventory,footbagmoves_inventory,fm__double-spinning-rake__add5,fm_corpus_entry,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,,,,,
down-diver,down-diver,Down Diver,fm_inventory,footbagmoves_inventory,fm__down-diver__add5,fm_corpus_entry,,Clip >> Dive (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip >> Dive (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Diving Down Double Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> Dive (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> Dive (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
ducking-ps-illusion,ducking-ps-illusion,Ducking PS Illusion,fm_inventory,footbagmoves_inventory,fm__ducking-ps-illusion__add5,fm_corpus_entry,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,,,,,
ducking-ps-mirage,ducking-ps-mirage,Ducking PS Mirage,fm_inventory,footbagmoves_inventory,fm__ducking-ps-mirage__add5,fm_corpus_entry,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,,,,,
e-walk,e-walk,E-Walk,fm_inventory,footbagmoves_inventory,fm__e-walk__add5,fm_corpus_entry,,Toe > Same In (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),Toe > Same In (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Frantic Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
fairy-ducking-butterfly,fairy-ducking-butterfly,Fairy Ducking Butterfly,fm_inventory,footbagmoves_inventory,fm__fairy-ducking-butterfly__add5,fm_corpus_entry,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,,,,,
fairy-torque-same-side,fairy-torque-same-side,Fairy Torque (same side),fm_inventory,footbagmoves_inventory,fm__fairy-torque-same-side__add5,fm_corpus_entry,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_inventory_claim,,,,,same_side_variant
fender,fender,Fender,fm_inventory,footbagmoves_inventory,fm__fender__add5,fm_corpus_entry,,Toe > Same Out (DEX) >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),Toe > Same Out (DEX) >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),5,Fairy Blender,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same Out (DEX) >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_set_arc,Toe > Same Out (DEX) >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
firewalk,firewalk,Firewalk,fm_inventory,footbagmoves_inventory,fm__firewalk__add5,fm_corpus_entry,,Clip > (no plant while) Op Front Whirl (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),Clip > (no plant while) Op Front Whirl (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Flaring Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > (no plant while) Op Front Whirl (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > (no plant while) Op Front Whirl (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
flurricane,flurricane,Flurricane,fm_inventory,footbagmoves_inventory,fm__flurricane__add5,fm_corpus_entry,,Clip >> (back) Spin (BOD > Same In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),Clip >> (back) Spin (BOD > Same In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),5,Gyro Flurry,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD > Same In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),fm_set_arc,Clip >> (back) Spin (BOD > Same In (DEX) > Same In (DEX) >> Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
fog,fog,Fog,fm_inventory,footbagmoves_inventory,fm__fog__add5,fm_corpus_entry,5,Clip > Op In (DEX) >> Op In (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),Clip > Op In (DEX) >> Op In (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),5,Blurry Double Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Op In (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Clip > Op In (DEX) >> Op In (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,0,,,,
forque,forque,Forque,fm_inventory,footbagmoves_inventory,fm__forque__add5,fm_corpus_entry,,Toe > Same Out (DEX) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),Toe > Same Out (DEX) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),5,Fairy Torque,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same Out (DEX) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same Out (DEX) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
fracture,fracture,Fracture,fm_inventory,footbagmoves_inventory,fm__fracture__add5,fm_corpus_entry,,Toe > Same In (DEX) > Op Out (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL),Toe > Same In (DEX) > Op Out (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL),5,Sailing ss Double Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) > Op Out (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > Same In (DEX) > Op Out (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
frankenstein,frankenstein,Frankenstein,fm_inventory,footbagmoves_inventory,fm__frankenstein__add5,fm_corpus_entry,,Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL),Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL),5,Phasing ss Swirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_set_arc,Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
frenzy,frenzy,Frenzy,fm_inventory,footbagmoves_inventory,fm__frenzy__add5,fm_corpus_entry,,Toe > Same In (DEX) > Op In (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),Toe > Same In (DEX) > Op In (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),5,Frantic Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) > Op In (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_set_arc,Toe > Same In (DEX) > Op In (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
fusion,fusion,Fusion,fm_inventory,footbagmoves_inventory,fm__fusion__add5,fm_corpus_entry,5,Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Atomic Double Over Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,0,,,,
g-y-b-a-s,g-y-b-a-s,G.Y.B.A.S.,fm_inventory,footbagmoves_inventory,fm__g-y-b-a-s__add5,fm_corpus_entry,,Clip > Op In (DEX) >> Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),Clip > Op In (DEX) >> Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),5,Stepping Far Dyno,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) >> Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_inventory_claim,,,,,
gilan,gilan,Gilan,fm_inventory,footbagmoves_inventory,fm__gilan__add5,fm_corpus_entry,,Toe > Same In (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),Toe > Same In (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),5,Pixie Gyro Double Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > Same In (DEX) >> (back) Spin (BOD) >> Op In (DEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_inventory_claim,,,,,
