slug,field,old_value,new_value,source_note
spinning-ducking-blender,notation,,SPINNING DUCKING BLENDER,W6d 2026-05-27: JOB per mechanical uppercase rule.
spinning-ducking-blender,operational_notation,,CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],W6d 2026-05-27: spinning-ducking chassis + blender chassis. Triple [BOD]. 6 brackets matches 6 ADD.
spinning-symposium-eggbeater,notation,,SPINNING SYMPOSIUM EGGBEATER,W6d 2026-05-27: JOB per mechanical uppercase rule.
spinning-symposium-eggbeater,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],W6d 2026-05-27: spinning-symposium-whirl chassis + eggbeater's two-OP-OUT-dex chain. 5 brackets matches 5 ADD.
spinning-symposium-illusion,notation,,SPINNING SYMPOSIUM ILLUSION,W6e 2026-05-27: JOB per mechanical uppercase rule.
spinning-symposium-illusion,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],W6e 2026-05-27: spinning-symposium-mirage chassis with illusion OUT-dex. 4 brackets matches 4 ADD.
spinning-symposium-pickup,notation,,SPINNING SYMPOSIUM PICKUP,W6e 2026-05-27: JOB per mechanical uppercase rule.
spinning-symposium-pickup,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > SAME TOE [DEL],W6e 2026-05-27: spinning-symposium chassis with pickup same-toe terminator. 4 brackets matches 4 ADD.
double-spinning-clipper,notation,,DOUBLE SPINNING CLIPPER,W6e 2026-05-27: JOB per mechanical uppercase rule.
double-spinning-clipper,operational_notation,,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],W6e 2026-05-27: double back-spin + same-clipper terminator. 4 brackets matches 4 ADD.
double-spinning-osis,notation,,DOUBLE SPINNING OSIS,W6e 2026-05-27: JOB per mechanical uppercase rule.
double-spinning-osis,operational_notation,,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],W6e 2026-05-27: triple back-spin (double-spinning + osis's own spin). 5 brackets matches 5 ADD.
double-spinning-whirl,notation,,DOUBLE SPINNING WHIRL,W6e 2026-05-27: JOB per mechanical uppercase rule.
double-spinning-whirl,operational_notation,,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > OP IN [DEX] > OP CLIP [XBD] [DEL],W6e 2026-05-27: double back-spin + whirl's IN-dex + cross-body clipper. 5 brackets matches 5 ADD.
double-spinning-butterfly,notation,,DOUBLE SPINNING BUTTERFLY,W6f 2026-05-27: JOB per mechanical uppercase rule.
double-spinning-butterfly,operational_notation,,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],W6f 2026-05-27: double back-spin + butterfly's OP OUT dex + cross-body clipper. 5 brackets matches 5 ADD.
double-spinning-mirage,notation,,DOUBLE SPINNING MIRAGE,W6f 2026-05-27: JOB per mechanical uppercase rule.
double-spinning-mirage,operational_notation,,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL],W6f 2026-05-27: double back-spin + mirage's OP IN dex + toe terminator. 4 brackets matches 4 ADD.
spinning-paradox-torque,notation,,SPINNING PARADOX TORQUE,W6f 2026-05-27: JOB per mechanical uppercase rule.
spinning-paradox-torque,operational_notation,,CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],W6f 2026-05-27: spinning-paradox-whirl chassis + torque's back-spin + op-clip terminator. 6 brackets matches 6 ADD.
spinning-symposium-swirl,notation,,SPINNING SYMPOSIUM SWIRL,W6f 2026-05-27: JOB per mechanical uppercase rule.
spinning-symposium-swirl,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) SAME BACK SWIRL [BOD] [DEX] > SAME CLIP [XBD] [DEL],W6f 2026-05-27: spinning-symposium chassis adapted to swirl's back-swirl dex. 5 brackets matches 5 ADD.
spinning-butterfly-swirl,notation,,SPINNING BUTTERFLY SWIRL,W6f 2026-05-27: JOB per mechanical uppercase rule.
spinning-butterfly-swirl,operational_notation,,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],W6f 2026-05-27: spinning chassis + butterfly-swirl compound base. 5 brackets matches 5 ADD.
gyro-osis,notation,,GYRO OSIS,W7a 2026-05-27: JOB per mechanical uppercase rule.
gyro-osis,operational_notation,,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],W7a 2026-05-27: gyro spin + osis chassis (double back-spin). 4 brackets matches 4 ADD.
gyro-pickup,notation,,GYRO PICKUP,W7a 2026-05-27: JOB per mechanical uppercase rule.
gyro-pickup,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME TOE [DEL],W7a 2026-05-27: gyro chassis + pickup SAME IN dex + same-toe terminator. 3 brackets matches 3 ADD.
gyro-legover,notation,,GYRO LEGOVER,W7a 2026-05-27: JOB per mechanical uppercase rule.
gyro-legover,operational_notation,,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME TOE [DEL],W7a 2026-05-27: gyro chassis + legover SAME OUT dex + same-toe terminator. 3 brackets matches 3 ADD.
gyro-flail,notation,,GYRO FLAIL,W7a 2026-05-27: JOB per mechanical uppercase rule.
gyro-flail,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) SAME OUT [BOD] [DEX] > OP TOE [DEL],W7a 2026-05-27: gyro chassis + flail's no-plant body+dex flipped to SAME OUT. 4 brackets matches 4 ADD.
gyro-barfly,notation,,GYRO BARFLY,W7a 2026-05-27: JOB per mechanical uppercase rule.
gyro-barfly,operational_notation,,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],W7a 2026-05-27: gyro spin + barfly's two-SAME-OUT-dex chain. 5 brackets matches 5 ADD.
gyro-blender,notation,,GYRO BLENDER,W7b 2026-05-27: JOB per mechanical uppercase rule.
gyro-blender,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],W7b 2026-05-27: gyro + blender chassis (double back-spin). 5 brackets matches 5 ADD.
gyro-drifter,notation,,GYRO DRIFTER,W7b 2026-05-27: JOB per mechanical uppercase rule.
gyro-drifter,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],W7b 2026-05-27: gyro chassis + drifter SAME IN dex + same-clip terminal. 4 brackets matches 4 ADD.
gyro-eggbeater,notation,,GYRO EGGBEATER,W7b 2026-05-27: JOB per mechanical uppercase rule.
gyro-eggbeater,operational_notation,,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],W7b 2026-05-27: gyro flips eggbeater's first dex. 4 brackets matches 4 ADD.
gyro-double-pickup,notation,,GYRO DOUBLE PICKUP,W7b 2026-05-27: JOB per mechanical uppercase rule.
gyro-double-pickup,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],W7b 2026-05-27: gyro chassis + double-pickup chassis. 4 brackets matches 4 ADD.
gyro-flurry,notation,,GYRO FLURRY,W7b 2026-05-27: JOB per mechanical uppercase rule.
gyro-flurry,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME IN [DEX] >> OP OUT [DEX] > SAME TOE [DEL],W7b 2026-05-27: gyro chassis + flurry's 3-dex chain with mid-chain no-plant marker. 5 brackets matches 5 ADD.
gyro-symposium-torque,notation,,GYRO SYMPOSIUM TORQUE,W7c 2026-05-27: JOB per mechanical uppercase rule.
gyro-symposium-torque,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) SAME IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],W7c 2026-05-27: gyro-symposium chassis + torque's back-spin. Triple [BOD]. 6 brackets matches 6 ADD.
gyro-symposium-whirl,notation,,GYRO SYMPOSIUM WHIRL,W7c 2026-05-27: JOB per mechanical uppercase rule.
gyro-symposium-whirl,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) SAME IN [BOD] [DEX] > OP CLIP [XBD] [DEL],W7c 2026-05-27: spinning-symposium-whirl chassis + gyro SAME IN flip. 5 brackets matches 5 ADD.
gyro-dada-curve,notation,,GYRO DADA CURVE,W7c 2026-05-27: JOB per mechanical uppercase rule.
gyro-dada-curve,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL],W7c 2026-05-27: gyro chassis + dada-curve chassis with first-dex flip. 5 brackets matches 5 ADD.
gyro-double-over-down,notation,,GYRO DOUBLE OVER DOWN,W7c 2026-05-27: JOB per mechanical uppercase rule.
gyro-double-over-down,operational_notation,,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Down-grid correction: gyro chassis + Double-Over-Down (setting-leg) core normalized to SAME OUT > SAME OUT per the four-cell Down doctrine. Bracket/ADD count unchanged (5).
gyro-barrage,notation,,GYRO BARRAGE,W7c 2026-05-27: JOB per mechanical uppercase rule.
gyro-barrage,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],W7c 2026-05-27: gyro spin prefix + barrage chassis (already SAME IN). 4 brackets matches 4 ADD.
gyro-guay,notation,,GYRO GUAY,W7d 2026-05-27: JOB per mechanical uppercase rule.
gyro-guay,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME INSIDE [DEL],W7d 2026-05-27: gyro chassis + guay's inside-stall terminator. 3 brackets matches 3 ADD.
gyro-butterfly-swirl,notation,,GYRO BUTTERFLY SWIRL,W7d 2026-05-27: JOB per mechanical uppercase rule.
gyro-butterfly-swirl,operational_notation,,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],W7d 2026-05-27: gyro chassis + butterfly-swirl chassis. 5 brackets matches 5 ADD.
gyro-symposium-swirl,notation,,GYRO SYMPOSIUM SWIRL,W7d 2026-05-27: JOB per mechanical uppercase rule.
gyro-symposium-swirl,operational_notation,,CLIP > (back) SPIN [BOD] > (no plant while) SAME BACK SWIRL [BOD] [DEX] > SAME CLIP [XBD] [DEL],W7d 2026-05-27: gyro-symposium chassis with swirl's back-swirl dex. 5 brackets matches 5 ADD.
gyro-whirling-swirl,notation,,GYRO WHIRLING SWIRL,W7d 2026-05-27: JOB per mechanical uppercase rule.
gyro-whirling-swirl,operational_notation,,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],W7d 2026-05-27: gyro chassis + whirling-swirl with first-dex flip. 5 brackets matches 5 ADD.
gyro-eclipse,notation,,GYRO ECLIPSE,W7d 2026-05-27: JOB per mechanical uppercase rule.
gyro-eclipse,operational_notation,,CLIP > (back) SPIN [BOD] JUMP [BOD] > SAME INSIDE [DEL] > SAME TOE [DEL],W7d 2026-05-27: jump-class chassis with gyro back-spin pre-jump. Double [BOD] front + double [DEL] terminal. 4 brackets matches 4 ADD.
ducking-drifter,notation,,DUCKING DRIFTER,W8a 2026-05-27: JOB per mechanical uppercase rule.
ducking-drifter,operational_notation,,TOE > DUCK [BOD] > OP IN [DEX] > SAME CLIP [XBD] [DEL],W8a 2026-05-27: ducking chassis + drifter chain. 4 brackets matches 4 ADD.
ducking-toe-stall,notation,,DUCKING TOE STALL,W8a 2026-05-27: JOB per mechanical uppercase rule.
ducking-toe-stall,operational_notation,,TOE > DUCK [BOD] > OP TOE [DEL],W8a 2026-05-27: minimal ducking compound. 2 brackets matches 2 ADD.
ducking-guay,notation,,DUCKING GUAY,W8a 2026-05-27: JOB per mechanical uppercase rule.
ducking-guay,operational_notation,,TOE > DUCK [BOD] > OP IN [DEX] > SAME INSIDE [DEL],W8a 2026-05-27: ducking chassis + guay's inside-stall terminator. 3 brackets matches 3 ADD.
ducking-symposium-mirage,notation,,DUCKING SYMPOSIUM MIRAGE,W8a 2026-05-27: JOB per mechanical uppercase rule.
ducking-symposium-mirage,operational_notation,,TOE > DUCK [BOD] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],W8a 2026-05-27: ducking + symposium body events before mirage dex. 4 brackets matches 4 ADD.
ducking-double-leg-over,notation,,DUCKING DOUBLE LEG OVER,W8a 2026-05-27: JOB per mechanical uppercase rule.
ducking-double-leg-over,operational_notation,,TOE > DUCK [BOD] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],W8a 2026-05-27: ducking chassis + double-leg-over chain. 4 brackets matches 4 ADD.
ducking-paradox-whirl,notation,,DUCKING PARADOX WHIRL,W8b 2026-05-27: JOB per mechanical uppercase rule.
ducking-paradox-whirl,operational_notation,,CLIP > DUCK [BOD] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL],W8b 2026-05-27: ducking-paradox chassis + whirl cross-clip terminal. 5 brackets matches 5 ADD.
ducking-paradox-drifter,notation,,DUCKING PARADOX DRIFTER,W8b 2026-05-27: JOB per mechanical uppercase rule.
ducking-paradox-drifter,operational_notation,,CLIP > DUCK [BOD] > OP IN [PDX] [DEX] > SAME CLIP [XBD] [DEL],W8b 2026-05-27: ducking-paradox chassis + drifter same-clip terminal. 5 brackets matches 5 ADD.
ducking-paradox-flail,notation,,DUCKING PARADOX FLAIL,W8b 2026-05-27: JOB per mechanical uppercase rule.
ducking-paradox-flail,operational_notation,,TOE > DUCK [BOD] > (no plant while) OP OUT [PDX] [BOD] [DEX] > OP TOE [DEL],W8b 2026-05-27: ducking + flail chassis with paradox marker on no-plant dex. 5 brackets matches 5 ADD.
stepping-ducking-double-leg-over,notation,,STEPPING DUCKING DOUBLE LEG OVER,W8b 2026-05-27: JOB per mechanical uppercase rule.
stepping-ducking-double-leg-over,operational_notation,,CLIP > OP IN [DEX] > DUCK [BOD] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],W8b 2026-05-27: stepping-ducking chassis + double-leg-over chain. 5 brackets matches 5 ADD.
spinning-ducking-butterfly,notation,,SPINNING DUCKING BUTTERFLY,W8b 2026-05-27: JOB per mechanical uppercase rule.
spinning-ducking-butterfly,operational_notation,,CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],W8b 2026-05-27: spinning-ducking chassis + butterfly OP OUT dex + cross-clip terminal. 5 brackets matches 5 ADD.
ducking-butterfly-swirl,notation,,DUCKING BUTTERFLY SWIRL,W8c 2026-05-27: JOB per mechanical uppercase rule.
ducking-butterfly-swirl,operational_notation,,TOE > DUCK [BOD] > OP OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],W8c 2026-05-27: ducking chassis + butterfly-swirl chain. 5 brackets matches 5 ADD.
ducking-eclipse,notation,,DUCKING ECLIPSE,W8c 2026-05-27: JOB per mechanical uppercase rule.
ducking-eclipse,operational_notation,,TOE > DUCK [BOD] JUMP [BOD] > SAME INSIDE [DEL] > SAME TOE [DEL],W8c 2026-05-27: jump-class chassis with DUCK [BOD] pre-jump. 4 brackets matches 4 ADD.
stepping-ducking-torque,notation,,STEPPING DUCKING TORQUE,W8c 2026-05-27: JOB per mechanical uppercase rule.
stepping-ducking-torque,operational_notation,,CLIP > OP IN [DEX] > DUCK [BOD] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],W8c 2026-05-27: stepping-ducking chassis + torque chain. 6 brackets matches 6 ADD.
ducking-paradox-blender,notation,,DUCKING PARADOX BLENDER,W8c 2026-05-27: JOB per mechanical uppercase rule.
ducking-paradox-blender,operational_notation,,CLIP > DUCK [BOD] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],W8c 2026-05-27: ducking-paradox chassis + blender chain. 6 brackets matches 6 ADD.
stepping-barfly,notation,,STEPPING BARFLY,W9a 2026-05-27: JOB per mechanical uppercase rule.
stepping-barfly,operational_notation,,CLIP > OP IN [DEX] >> SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],W9a 2026-05-27: stepping leading-[DEX] + barfly's no-plant out-dex chain. 5 brackets matches 5 ADD.
stepping-pickup,notation,,STEPPING PICKUP,W9a 2026-05-27: JOB per mechanical uppercase rule.
stepping-pickup,operational_notation,,CLIP > OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],W9a 2026-05-27: stepping leading-[DEX] + pickup's IN-dex + same-toe terminal. 3 brackets matches 3 ADD.
stepping-swirl,notation,,STEPPING SWIRL,W9a 2026-05-27: JOB per mechanical uppercase rule.
stepping-swirl,operational_notation,,CLIP > OP IN [DEX] > SAME BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],W9a 2026-05-27: stepping leading-[DEX] + swirl's back-swirl dex + same-clip terminal. 4 brackets matches 4 ADD.
stepping-flail,notation,,STEPPING FLAIL,W9a 2026-05-27: JOB per mechanical uppercase rule.
stepping-flail,operational_notation,,CLIP > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],W9a 2026-05-27: stepping leading-[DEX] + flail's no-plant out-dex + op-toe terminal. 4 brackets matches 4 ADD.
stepping-dyno,notation,,STEPPING DYNO,W9a 2026-05-27: JOB per mechanical uppercase rule.
stepping-dyno,operational_notation,,CLIP > OP IN [DEX] > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],W9a 2026-05-27: stepping leading-[DEX] + dyno's out-dex + back-spin + same-clip terminal. 5 brackets matches 5 ADD.
stepping-superfly,notation,,STEPPING SUPERFLY,W9b 2026-05-27: JOB per mechanical uppercase rule.
stepping-superfly,operational_notation,,CLIP > OP IN [DEX] >> (no plant while) SAME OUT [DEX] [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],W9b 2026-05-27: stepping leading-[DEX] + superfly's no-plant body chain. 6 brackets matches 6 ADD.
stepping-symposium-mirage,notation,,STEPPING SYMPOSIUM MIRAGE,W9b 2026-05-27: JOB per mechanical uppercase rule.
stepping-symposium-mirage,operational_notation,,CLIP > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],W9b 2026-05-27: stepping leading-[DEX] + symposium-mirage chain. 4 brackets matches 4 ADD.
stepping-butterfly-swirl,notation,,STEPPING BUTTERFLY SWIRL,W9b 2026-05-27: JOB per mechanical uppercase rule.
stepping-butterfly-swirl,operational_notation,,CLIP > OP IN [DEX] > SAME/OP OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],W9b 2026-05-27: stepping leading-[DEX] + butterfly-swirl chain. 5 brackets matches 5 ADD.
stepping-double-over-down,notation,,STEPPING DOUBLE OVER DOWN,W9b 2026-05-27: JOB per mechanical uppercase rule.
stepping-double-over-down,operational_notation,,CLIP > OP IN [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Down-grid correction: stepping entry + Double-Over-Down (setting-leg) core normalized to SAME OUT > SAME OUT per the four-cell Down doctrine. Bracket/ADD count unchanged (5).
stepping-symposium-whirl,notation,,STEPPING SYMPOSIUM WHIRL,W9b 2026-05-27: JOB per mechanical uppercase rule.
stepping-symposium-whirl,operational_notation,,CLIP > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],W9b 2026-05-27: stepping leading-[DEX] + symposium-whirl chain. 5 brackets matches 5 ADD.
symposium-illusion,notation,,SYMPOSIUM ILLUSION,W9c 2026-05-27: JOB per mechanical uppercase rule.
symposium-illusion,operational_notation,,SET > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],W9c 2026-05-27: symposium no-plant [BOD] chassis + illusion chain. 3 brackets matches 3 ADD.
symposium-butterfly,notation,,SYMPOSIUM BUTTERFLY,W9c 2026-05-27: JOB per mechanical uppercase rule.
symposium-butterfly,operational_notation,,SET > (no plant while) SAME/OP OUT [BOD] [DEX] > OP CLIP [XBD] [DEL],W9c 2026-05-27: symposium no-plant [BOD] chassis + butterfly chain. 4 brackets matches 4 ADD.
symposium-double-leg-over,notation,,SYMPOSIUM DOUBLE LEG OVER,W9c 2026-05-27: JOB per mechanical uppercase rule.
symposium-double-leg-over,operational_notation,,SET > (no plant while) OP IN [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],W9c 2026-05-27: symposium no-plant [BOD] chassis + double-leg-over chain. 4 brackets matches 4 ADD.
symposium-barfly,notation,,SYMPOSIUM BARFLY,W9c 2026-05-27: JOB per mechanical uppercase rule.
symposium-barfly,operational_notation,,CLIP >> (no plant while) SAME OUT [BOD] [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],W9c 2026-05-27: symposium no-plant [BOD] chassis + barfly chain. 5 brackets matches 5 ADD.
symposium-twirl,notation,,SYMPOSIUM TWIRL,W9c 2026-05-27: JOB per mechanical uppercase rule.
symposium-twirl,operational_notation,,CLIP >> (no plant while) SAME FRONT SWIRL [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],W9c 2026-05-27: symposium no-plant [BOD] chassis + twirl chain. 5 brackets matches 5 ADD.
symposium-paradon,notation,,SYMPOSIUM PARADON,W9d 2026-05-27: JOB per mechanical uppercase rule.
symposium-paradon,operational_notation,,TOE > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],Down-grid correction: symposium [BOD] entry + Paradon (other-leg) core normalized to OP OUT > OP OUT per the four-cell Down doctrine. Bracket/ADD count unchanged (5).
paradox-eggbeater,notation,,PARADOX EGGBEATER,W9d 2026-05-27: JOB per mechanical uppercase rule.
paradox-eggbeater,operational_notation,,TOE >> SAME OUT [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],W9d 2026-05-27: paradox direction-flip chassis on eggbeater. 4 brackets matches 4 ADD.
paradox-flail,notation,,PARADOX FLAIL,W9d 2026-05-27: JOB per mechanical uppercase rule.
paradox-flail,operational_notation,,CLIP > (no plant while) SAME OUT [PDX] [BOD] [DEX] > OP TOE [DEL],W9d 2026-05-27: paradox direction-flip + entry-flip chassis on flail. 4 brackets matches 4 ADD.
