"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Double Helix","double-helix","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-back-whirl-clip","","","","",""
"Double Orbit","double-orbit","3 Observationally represented","accidental omission / awaiting curator review","passback","1","2","False","","","","none","","no-notation","","","","",""
"Double Over Down","double-over-down","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Double Spinning Butterfly","double-spinning-butterfly","1 Published Canonical","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","",""
"Double Spinning Clipper","double-spinning-clipper","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves,passback","2","4","False","","","","none","","no-notation","","","","",""
"Double Spinning Rake","double-spinning-rake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Double Switchover (far)","double-switchover","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Double Whip","double-whip","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","",""
"Double-Over Down","double-over-down","1 Published Canonical","","fborg","1","4","True","","settled","first_class_ready","","high","","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Down-family double-out compound. Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed (TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]).","",""
"Double-Over Down Swirl","double-over-down-swirl","1 Published Canonical","","fborg","1","5","True","","settled","first_class_ready","","high","","dex","dex(1) + dex(1) + dex(1) + xbody(1) + stall(1) --> 5 ADDs","Promoted 2026-05-26 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed (TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL]). Extends double-over-down (4 ADD canonical compound shipped earlier this session).","",""
"Down Diver","down-diver","1 Published Canonical","","footbagmoves","1","5","True","","settled","first_class_ready","high","high","clip-dive-clip","diving","diving(+1) + double-over-down(4) --> 5 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice). Formula reads diving + double-over-down per FB.org JOB chassis (NOT down-double-down despite the 'Diving Down Double-Down' alias label). FB.org JOB used as authoritative.","","FB.org 5-ADD confirms 'Down Diver' (source_adds=5; jobs='TOE > DIVE [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Down Double Down","down-double-down","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","clip-double-dex-clip","","","","",""
"Down Double-Down","down-double-down","1 Published Canonical","","fborg","1","4","True","","settled","first_class_ready","","high","","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Clipper-set double-out compound. Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed (CLIP > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]). Distinct chassis from double-over-down.","",""
"Downward Spiral","downward-spiral","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-spin-whirl","","","","",""
"Dragonstein","dragonstein","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","medium","","clip-back-swirl-?","","","","",""
"Dragster","dragster","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","medium","","clip-single-dex-?","","","","",""
"DSO","dso","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Ducking Barfly","ducking-barfly","1 Published Canonical","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","ducking","ducking(+1) + barfly(4) --> 5 ADDs","","",""
"Ducking Illusion","ducking-illusion","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Ducking Legover","ducking-legover","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Ducking Pdx Illusion","ducking-pdx-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Ducking Pdx Mirage","ducking-pdx-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Ducking Pdx Torque","ducking-pdx-torque","3 Observationally represented","accidental omission / awaiting curator review","passback","1","6","False","","","","none","","no-notation","","","","",""
"Ducking Pickup","ducking-pickup","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Ducking PS Illusion","ducking-ps-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Ducking PS Mirage","ducking-ps-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Dwirl","dwirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","clip-spin-clip","","","","",""
"E-Walk","e-walk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-walk-clip","","","","",""
"Eggplant","eggplant","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","toe-double-dex-toe","","","","",""
"Ego","ego","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-duck-whirl","","","","",""
"Enterrage","enterrage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","4","False","","","","high","","toe-multi-dex-toe","","","","",""
"Fairy Beater","fairy-beater","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-double-dex-clip","","","","",""
"Fairy DLO (ss)","fairy-dlo","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","",""
"Fairy Ducking Butterfly","fairy-ducking-butterfly","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Fairy Ducking Legover","fairy-ducking-legover","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Fairy Ducking Pickup","fairy-ducking-pickup","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Fairy Eggbeater","fairy-eggbeater","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Fairy Illusion (same side)","fairy-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Fairy Legover","fairy-legover","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves,passback","2","3","False","","","","none","","no-notation","","","","",""
"Fairy Mirage (same side)","fairy-mirage","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Fairy Pickup","fairy-pickup","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves,passback","2","3","False","","","","none","","no-notation","","","","",""
"Fairy ss Osis","fairy-ss-osis","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-spin-clip","","","","",""
"Fairy Tale","fairy-tale","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-spin-clip","","","","",""
"Fairy Torque (same side)","fairy-torque","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Far Dyno","far-dyno","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Far Reverse Whirl","far-reverse-whirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Fender","fender","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-spin-whirl","","","","",""
"Fender Bender","fender-bender","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-duck-whirl","","","","",""
"Feral","feral","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-front-whirl-clip","","","","",""
"Ferocious","ferocious","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-spin-clip","","","","",""
"Firefly","firefly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","medium","","set-single-dex-?","","","","",""
"Firewalk","firewalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-front-whirl-clip","","","","",""
"Fission","fission","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","clip-multi-dex-toe","","","","",""
"Flaming Homer","flaming-homer","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-multi-dex-toe","","","","",""
"Flaming Tard","flaming-tard","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","clip-multi-dex-toe","","","","",""
"Flipwalk","flipwalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","medium","","?-walk-clip","","","","",""
"Floatation","floatation","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","toe-multi-dex-clip","","","","",""
"Flurricane","flurricane","1 Published Canonical","","footbagmoves","1","5","True","","settled","first_class_ready","medium","high","clip-spin-toe","gyro","gyro(+1) + flurry(4) --> 5 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed; CLIP-set form primary, TOE-set variant available. FB.org alias ""Gyro Flurry"" wired. Alt notation: TOE > (back) SPIN [BOD] > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL].","","FB.org 5-ADD confirms 'Flurricane' (source_adds=5; jobs='CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]'); ingested 2026-05-21."
"Flux","flux","1 Published Canonical","","footbagmoves","1","4","True","","settled","first_class_ready","high","high","set-spin-clip","atomic","atomic(+1) + osis(3) --> 4 ADDs","Promoted 2026-05-25 (pre-Adrian deferred-candidate slice); JOB FB.org-confirmed; FB.org alias 'Atomic Osis' wired. pt10 atomic +1 non-rotational; flux = atomic-osis.","","FB.org 4-ADD confirms 'Flux' (source_adds=4; jobs='TOE > OP OUT [DEX] > (FRONT) SPIN [BOD] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [bod] [xbd] [del]'); ingested 2026-05-21."
"Flying Fish","flying-fish","1 Published Canonical","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","toe-duck-toe","","","","",""
