"name","slug","source_corpus","ecosystem","deferral_bucket","failure_class","doctrine_confidence","reason"
"Phasing ss Swirl (Frankenstein)","phasing-ss-swirl-frankenstein","stanford","whirl/osis/other","alias-collapse","unknown-modifier-token","stable","Alias / compression candidate — collapse to canon, do not promote"
"Reverse Swirling Dragon (Snapdragon)","reverse-swirling-dragon-snapdragon","stanford","whirl/osis/other","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Reverse Swirling Osis (Twirl)","reverse-swirling-osis-twirl","stanford","whirl/osis/other","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Reverse Whirling Osis (Dyno)","reverse-whirling-osis-dyno","stanford","whirl/osis/other","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Sailing ss DLO (Fracture)","sailing-ss-dlo-fracture","stanford","whirl/osis/other","alias-collapse","unknown-modifier-token","stable","Alias / compression candidate — collapse to canon, do not promote"
"Sailing Whirl (Juno Reactor)","sailing-whirl-juno-reactor","stanford","whirl/osis/other","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Scattered (Reverse Whirling)","scattered-reverse-whirling","fborg","whirl/osis/other","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Shattered (Reverse Whirling)","shattered-reverse-whirling","fborg","whirl/osis/other","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Snapping (Dragon set Swirling)","snapping-dragon-set-swirling","fborg","whirl/osis/other","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Splicing ss Blender (Liquifier)","splicing-ss-blender-liquifier","stanford","whirl/osis/other","alias-collapse","unknown-modifier-token","stable","Alias / compression candidate — collapse to canon, do not promote"
"Super Fly XBD Rake (Super Fly Swatter)","super-fly-xbd-rake-super-fly-swatter","stanford","whirl/osis/other","alias-collapse","unknown-modifier-token","stable","Alias / compression candidate — collapse to canon, do not promote"
"Surfing Blender (Big Papa Smurf)","surfing-blender-big-papa-smurf","stanford","whirl/osis/other","alias-collapse","unknown-modifier-token","stable","Alias / compression candidate — collapse to canon, do not promote"
"Surging Blender (Margaritaville)","surging-blender-margaritaville","stanford","whirl/osis/other","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Surging Double Down (Venom)","surging-double-down-venom","stanford","whirl/osis/other","alias-collapse","ambiguous-terminal-mechanic","policy-dependent","Alias / compression candidate — collapse to canon, do not promote"
"Surging Whirl (Surreal)","surging-whirl-surreal","stanford","whirl/osis/other","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Swirling Dragon (Spitfire)","swirling-dragon-spitfire","stanford","whirl/osis/other","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Swirling Osis (Reverse Twirl)","swirling-osis-reverse-twirl","stanford","whirl/osis/other","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Swirling Reverse Swirl (Zig Zag)","swirling-reverse-swirl-zig-zag","stanford","whirl/osis/other","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Symp Whirl","symp-whirl","footbagmoves","whirl/osis/other","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'symposium-whirl' — collapse, not a new trick"
"Symp Whirl (same side)","symp-whirl-same-side","footbagmoves","whirl/osis/other","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'symposium-whirl' — collapse, not a new trick"
"Tapping DLO","tapping-dlo","stanford","whirl/osis/other","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'tapping-double-leg-over' — collapse, not a new trick"
"Tapping Whirling Swirl (King Kong)","tapping-whirling-swirl-king-kong","stanford","whirl/osis/other","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Terraging ss Clipper (Terawhirl)","terraging-ss-clipper-terawhirl","stanford","whirl/osis/other","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Whirl/swirl","whirl-swirl","fborg","whirl/osis/other","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Whirling Reverse Whirl (Bling Blang)","whirling-reverse-whirl-bling-blang","stanford","whirl/osis/other","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"BS Blurriest","bs-blurriest","passback","(unclassified)","doctrine-sensitive","compression-ambiguity","blocked","Doctrine-blocked (other): curator/Red ruling pending"
"Butterfly, Down","butterfly-down","passback","(unclassified)","doctrine-sensitive","unknown-modifier-token","policy-dependent","Doctrine-blocked ((unclassified)): curator/Red ruling pending"
Illusioning far Osis,illusioning-far-osis,passback,(unclassified),alias-collapse,unknown-modifier-token,blocked,Resolves to atomic-osis (illusioning = atomic; far = +0 positional).
Illusioning Flail,illusioning-flail,passback,(unclassified),alias-collapse,unknown-modifier-token,blocked,Resolves to atomic-flail (illusioning = atomic).
Illusioning Flail (Toe Massacre),illusioning-flail-toe-massacre,stanford,(unclassified),alias-collapse,unknown-modifier-token,blocked,Resolves to atomic-flail (Toe Massacre folk alias; illusioning = atomic).
Illusioning Legover,illusioning-legover,multi,(unclassified),alias-collapse,unknown-modifier-token,blocked,Resolves to eggbeater (= atomic legover; illusioning = atomic).
"Illusioning Legover (Eggbeater)","illusioning-legover-eggbeater","stanford","(unclassified)","alias-collapse","unknown-modifier-token","blocked","Doctrine-blocked (other): curator/Red ruling pending"
"Illusioning Osis (Flux)","illusioning-osis-flux","stanford","(unclassified)","alias-collapse","unknown-modifier-token","blocked","Doctrine-blocked (other): curator/Red ruling pending"
"Sailing DOD","sailing-dod","stanford","(unclassified)","doctrine-sensitive","unknown-modifier-token","policy-dependent","Doctrine-blocked ((unclassified)): curator/Red ruling pending"
"Atomic Double Over Down","atomic-double-over-down","footbagmoves","atomic","doctrine-sensitive","ambiguous-terminal-mechanic","policy-dependent","Doctrine-blocked (atomic): curator/Red ruling pending"
"Atomic Ducking far Double Down","atomic-ducking-far-double-down","passback","atomic","doctrine-sensitive","ambiguous-terminal-mechanic","policy-dependent","Doctrine-blocked (atomic): curator/Red ruling pending"
"Atomic far Double Down","atomic-far-double-down","passback","atomic","doctrine-sensitive","ambiguous-terminal-mechanic","policy-dependent","Doctrine-blocked (atomic): curator/Red ruling pending"
"Atomic far Symp. Double Down","atomic-far-symp-double-down","passback","atomic","doctrine-sensitive","ambiguous-terminal-mechanic","policy-dependent","Doctrine-blocked (atomic): curator/Red ruling pending"
"Atomic os Symposium Double Over Down","atomic-os-symposium-double-over-down","footbagmoves","atomic","doctrine-sensitive","ambiguous-terminal-mechanic","policy-dependent","Doctrine-blocked (atomic): curator/Red ruling pending"
"Blurry Barrage","blurry-barrage","footbagmoves","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Barrage (Blurrage)","blurry-barrage-blurrage","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Butterfly (Ripwalk)","blurry-butterfly-ripwalk","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Butterfly Swivel (Puree)","blurry-butterfly-swivel-puree","stanford","blurry/furious","doctrine-sensitive","compression-ambiguity","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Chainsaw Massacre","blurry-chainsaw-massacre","footbagmoves","blurry/furious","doctrine-sensitive","compression-ambiguity","blocked","Doctrine-blocked (blurry/furious): curator/Red ruling pending"
"Blurry Clipper","blurry-clipper","stanford","blurry/furious","doctrine-sensitive","compression-ambiguity","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Da Da Curve","blurry-da-da-curve","stanford","blurry/furious","doctrine-sensitive","compression-ambiguity","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Double Legover","blurry-double-legover","footbagmoves","blurry/furious","doctrine-sensitive","compression-ambiguity","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Drifter","blurry-drifter","multi","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry/furious): curator/Red ruling pending"
"Blurry Dyno (Grab Your Balls And Squeeze)","blurry-dyno-grab-your-balls-and-squeeze","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Eggbeater","blurry-eggbeater","footbagmoves","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Eggbeater (Bed Wetter)","blurry-eggbeater-bed-wetter","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Flail (Backside Blizzard)","blurry-flail-backside-blizzard","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Flurry","blurry-flurry","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Guay","blurry-guay","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Illusion","blurry-illusion","footbagmoves","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Illusion (Blizzard)","blurry-illusion-blizzard","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
"Blurry Legover","blurry-legover","stanford","blurry/furious","doctrine-sensitive","","blocked","Doctrine-blocked (blurry-furious): Red Q1.A — does `blurry`/`furious` carry +2 on rotational bases?"
